method,Internal_ID,Annotation_ID,Metabolite,MZ,Adduct,hmdbId,hmdbIdSpecificity,chebiId,pubChemId,smiles,inChI,inChIKey,chemicalFormula,adduct of formula,LinkedCompounds
C8P,Annotation__20230628__TG481__DNTNqiYk,TG 48:1,TG 48:1,827.7099114,[M+Na]+,HMDB0005359,2,,,CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC,,,C51H96O6,[M],mxp3030-sc
C8P,Annotation__20230628__TG480__GLdt8Gzn,TG 48:0,TG 48:0,829.7255614,[M+Na]+,HMDB0005356,2,,,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,,,C51H98O6,[M],mxp3029-sc
C8P,Annotation__20231011__TG497__N7p2EkdN,TG 49:7,TG 49:7,829.6316614,[M+Na]+,,,,,,,,C52H86O6,[M],mxp4171-sc
C8P,Annotation__20230628__TG496__WLyKyVjT,TG 49:6,TG 49:6,831.6473114,[M+Na]+,HMDB0043188,2,,,,,,C52H88O6,[M],mxp3688-sc
C8P,Annotation__20230628__TG494__4zWKTany,TG 49:4,TG 49:4,835.6786114,[M+Na]+,HMDB0042632,2,,,,,,C52H92O6,[M],mxp3195-sc
C8P,Annotation__20230628__TG493__T5v4ffLx,TG 49:3,TG 49:3,837.6942614,[M+Na]+,HMDB0042103,2,,,CCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC,,,C52H94O6,[M],mxp0593-sc
C8P,Annotation__20230628__TG492__jvggWmax,TG 49:2,TG 49:2,839.7099114,[M+Na]+,HMDB0011706,2,,,[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,,,C52H96O6,[M],mxp0594-sc
C8P,Annotation__20230628__TG491__8k6s2T2C,TG 49:1,TG 49:1,841.7255614,[M+Na]+,HMDB0011705,2,,,[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,,,C52H98O6,[M],mxp0595-sc
C8P,Annotation__20230628__TG490__aZTbPSDW,TG 49:0,TG 49:0,843.7412114,[M+Na]+,HMDB0042095,2,,,CCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,,,C52H100O6,[M],mxp0596-sc
C8P,Annotation__20231011__TG507__CVxpRNtc,TG 50:7,TG 50:7,843.6473114,[M+Na]+,HMDB0047745,2,,,,,,C53H88O6,[M],mxp4170-sc
C8P,Annotation__20230628__TG506__CEmjaUFa,TG 50:6,TG 50:6,845.6629614,[M+Na]+,HMDB0010497,2,,,[H]C(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCC,,,C53H90O6,[M],mxp0544-sc
C8P,Annotation__20230628__TG505__QBT6oUxK,TG 50:5,TG 50:5,847.6786114,[M+Na]+,HMDB0010471,2,,,[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCC,,,C53H92O6,[M],mxp0545-sc
C8P,Annotation__20230628__TG504__nDBbABFc,TG 50:4,TG 50:4,849.6942614,[M+Na]+,HMDB0005435,2,CHEBI:90052,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,"InChI=1S/C53H94O6/c1-4-7-10-13-16-19-22-25-26-29-31-34-37-40-43-46-52(55)58-49-50(59-53(56)47-44-41-38-35-32-28-24-21-18-15-12-9-6-3)48-57-51(54)45-42-39-36-33-30-27-23-20-17-14-11-8-5-2/h16,19-21,23-26,50H,4-15,17-18,22,27-49H2,1-3H3/b19-16-,23-20-,24-21-,26-25-/t50-/m1/s1",,C53H94O6,[M],mxp0546-sc
C8P,Annotation__20230628__TG503__N23RTERJ,TG 50:3,TG 50:3,851.7099114,[M+Na]+,HMDB0005433,2,CHEBI:90051,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,"InChI=1S/C53H96O6/c1-4-7-10-13-16-19-22-25-26-29-31-34-37-40-43-46-52(55)58-49-50(59-53(56)47-44-41-38-35-32-28-24-21-18-15-12-9-6-3)48-57-51(54)45-42-39-36-33-30-27-23-20-17-14-11-8-5-2/h20-21,23-26,50H,4-19,22,27-49H2,1-3H3/b23-20-,24-21-,26-25-/t50-/m1/s1",,C53H96O6,[M],mxp0547-sc
C8P,Annotation__20230628__TG502__kWvLeFJt,TG 50:2,TG 50:2,853.7255614,[M+Na]+,HMDB0005377,2,CHEBI:109455,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,"InChI=1S/C53H98O6/c1-4-7-10-13-16-19-22-25-26-29-31-34-37-40-43-46-52(55)58-49-50(59-53(56)47-44-41-38-35-32-28-24-21-18-15-12-9-6-3)48-57-51(54)45-42-39-36-33-30-27-23-20-17-14-11-8-5-2/h21,24-26,50H,4-20,22-23,27-49H2,1-3H3/b24-21-,26-25-/t50-/m1/s1",,C53H98O6,[M],mxp0548-sc
C8P,Annotation__20230628__TG501__tKNdqQwk,TG 50:1,TG 50:1,855.7412114,[M+Na]+,HMDB0005360,2,CHEBI:89759,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,"InChI=1S/C53H100O6/c1-4-7-10-13-16-19-22-25-26-29-31-34-37-40-43-46-52(55)58-49-50(59-53(56)47-44-41-38-35-32-28-24-21-18-15-12-9-6-3)48-57-51(54)45-42-39-36-33-30-27-23-20-17-14-11-8-5-2/h25-26,50H,4-24,27-49H2,1-3H3/b26-25-/t50-/m1/s1",,C53H100O6,[M],mxp3032-sc
C8P,Annotation__20230628__TG500__iZNvCr8e,TG 50:0,TG 50:0,857.7568614,[M+Na]+,HMDB0005357,2,,,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,,,C53H102O6,[M],mxp0550-sc
C8P,Annotation__20231011__TG516__k2YyLtUL,TG 51:6,TG 51:6,859.6786114,[M+Na]+,HMDB0042902,2,,,,,,C54H92O6,[M],mxp3586-sc
C8P,Annotation__20230628__TG515__GW2N3rDr,TG 51:5,TG 51:5,861.6942614,[M+Na]+,HMDB0043518,2,,,,,,C54H94O6,[M],mxp3197-sc
C8P,Annotation__20230628__TG514__hBGB6ju6,TG 51:4,TG 51:4,863.7099114,[M+Na]+,HMDB0052411,2,,,,,,C54H96O6,[M],mxp3196-sc
C8P,Annotation__20230628__TG513__gMd7eN9r,TG 51:3,TG 51:3,865.7255614,[M+Na]+,HMDB0011701,2,,,[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,,,C54H98O6,[M],mxp0597-sc
C8P,Annotation__20230628__TG512__V5mYe2pR,TG 51:2,TG 51:2,867.7412114,[M+Na]+,HMDB0011707,2,CHEBI:89758,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,"InChI=1S/C53H98O6/c1-4-7-10-13-16-19-22-25-26-29-31-34-37-40-43-46-52(55)58-49-50(59-53(56)47-44-41-38-35-32-28-24-21-18-15-12-9-6-3)48-57-51(54)45-42-39-36-33-30-27-23-20-17-14-11-8-5-2/h16,19,25-26,50H,4-15,17-18,20-24,27-49H2,1-3H3/b19-16-,26-25-/t50-/m1/s1",,C54H100O6,[M],mxp0598-sc
C8P,Annotation__20230628__TG511__HN297qKE,TG 51:1,TG 51:1,869.7568614,[M+Na]+,HMDB0042104,2,,,CCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC,,,C54H102O6,[M],mxp0599-sc
C8P,Annotation__20230628__TG510__4MXJMCjD,TG 51:0,TG 51:0,871.7725114,[M+Na]+,HMDB0031106,2,,,,,,C54H104O6,[M],mxp3033-sc
C8P,Annotation__20231011__TG529__eXQ4WEAB,TG 52:9,TG 52:9,867.6473114,[M+Na]+,HMDB0048111,2,,,,,,C55H88O6,[M],mxp4169-sc
C8P,Annotation__20230628__TG528__BZaVYfD4,TG 52:8,TG 52:8,869.6629614,[M+Na]+,HMDB0048587,2,,,,,,C55H90O6,[M],mxp3587-sc
C8P,Annotation__20230628__TG527__jnzvHkgE,TG 52:7,TG 52:7,871.6786114,[M+Na]+,HMDB0010517,2,,,[H][C@](COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,,,C55H92O6,[M],mxp0551-sc
C8P,Annotation__20230628__TG526__3bSYYCth,TG 52:6,TG 52:6,873.6942614,[M+Na]+,HMDB0005436,2,,,CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,,,C55H94O6,[M],mxp0552-sc
C8P,Annotation__20230628__TG525__gAMy4SU9,TG 52:5,TG 52:5,875.7099114,[M+Na]+,HMDB0005380,2,CHEBI:89777,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,"InChI=1S/C55H96O6/c1-4-7-10-13-16-19-22-25-26-27-28-31-33-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-34-30-24-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-32-29-23-20-17-14-11-8-5-2/h16,19,21,24-26,28,31,36,39,52H,4-15,17-18,20,22-23,27,29-30,32-35,37-38,40-51H2,1-3H3/b19-16-,24-21-,26-25-,31-28-,39-36-/t52-/m1/s1",,C55H96O6,[M],mxp0553-sc
C8P,Annotation__20230628__TG524__U5eNDwVW,TG 52:4,TG 52:4,877.7255614,[M+Na]+,HMDB0005363,2,CHEBI:89756,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,"InChI=1S/C55H98O6/c1-4-7-10-13-16-19-22-25-26-27-28-31-33-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-34-30-24-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-32-29-23-20-17-14-11-8-5-2/h16,19,25-26,28,31,36,39,52H,4-15,17-18,20-24,27,29-30,32-35,37-38,40-51H2,1-3H3/b19-16-,26-25-,31-28-,39-36-/t52-/m1/s1",,C55H98O6,[M],mxp3035-sc
C8P,Annotation__20230628__TG523__TMfFPGjM,TG 52:3,TG 52:3,879.7412114,[M+Na]+,HMDB0005384,2,CHEBI:89779,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,"InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-25-27-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-29-24-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-26-23-20-17-14-11-8-5-2/h16,19,25-28,52H,4-15,17-18,20-24,29-51H2,1-3H3/b19-16-,27-25-,28-26-/t52-/m1/s1",,C55H100O6,[M],mxp0555-sc
C8P,Annotation__20230628__TG522__pp9tsV7K,TG 52:2,TG 52:2,881.7568614,[M+Na]+,HMDB0005369,2,CHEBI:89754,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,"InChI=1S/C55H102O6/c1-4-7-10-13-16-19-22-25-27-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-29-24-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-26-23-20-17-14-11-8-5-2/h16,19,25,27,52H,4-15,17-18,20-24,26,28-51H2,1-3H3/b19-16-,27-25-/t52-/m1/s1",,C55H102O6,[M],mxp3034-sc
C8P,Annotation__20230628__TG521__CjYNZu5z,TG 52:1,TG 52:1,883.7725114,[M+Na]+,HMDB0005367,2,CHEBI:89755,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,"InChI=1S/C55H104O6/c1-4-7-10-13-16-19-22-25-27-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-29-24-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-26-23-20-17-14-11-8-5-2/h25,27,52H,4-24,26,28-51H2,1-3H3/b27-25-/t52-/m1/s1",,C55H104O6,[M],mxp0557-sc
C8P,Annotation__20230628__TG520__fLsM3ewU,TG 52:0,TG 52:0,885.7881614,[M+Na]+,HMDB0005365,2,CHEBI:109896,,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,"InChI=1S/C55H106O6/c1-4-7-10-13-16-19-22-25-27-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-29-24-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-26-23-20-17-14-11-8-5-2/h52H,4-51H2,1-3H3/t52-/m1/s1",,C55H106O6,[M],mxp0558-sc
C8P,Annotation__20231011__TG537__dD4ceBkc,TG 53:7,TG 53:7,885.6942614,[M+Na]+,HMDB0048455,2,,,,,,C56H94O6,[M],mxp3590-sc
C8P,Annotation__20230628__TG536__Tsn5zoDK,TG 53:6,TG 53:6,887.7099114,[M+Na]+,HMDB0052415,2,,,,,,C56H96O6,[M],mxp3589-sc
C8P,Annotation__20230628__TG535__NdFQ2VUZ,TG 53:5_A,TG 53:5_A,889.7255614,[M+Na]+,HMDB0049730,2,,,,,,C56H98O6,[M],mxp3218-sc
C8P,Annotation__20231011__TG535B__DWrHNkCG,TG 53:5_B,TG 53:5_B,889.7255614,[M+Na]+,HMDB0049730,2,,,,,,C56H98O6,[M],mxp3218-sc
C8P,Annotation__20231011__TG534A__YnKovnSE,TG 53:4_A,TG 53:4_A,891.7412114,[M+Na]+,HMDB0044711,2,,,,,,C56H100O6,[M],mxp3217-sc
C8P,Annotation__20230628__TG534__8xE4pLTY,TG 53:4_B,TG 53:4_B,891.7412114,[M+Na]+,HMDB0044711,2,,,,,,C56H100O6,[M],mxp3217-sc
C8P,Annotation__20230628__TG533__UHtXsDQS,TG 53:3,TG 53:3,893.7568614,[M+Na]+,HMDB0043058,2,,,CCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC,,,C56H102O6,[M],mxp0601-sc
C8P,Annotation__20230628__TG532__A6S4MnFb,TG 53:2,TG 53:2,895.7725114,[M+Na]+,HMDB0062701,2,,,CCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/C\C=C/CCCCCC,,,C56H104O6,[M],mxp0602-sc
C8P,Annotation__20230628__TG531__aQGvL9HQ,TG 53:1,TG 53:1,897.7881614,[M+Na]+,HMDB0042482,2,,,,,,C56H106O6,[M],mxp3216-sc
C8P,Annotation__20231011__TG549A__J78CYkQW,TG 54:9_A,TG 54:9_A,895.6786114,[M+Na]+,HMDB0010498,2,CHEBI:138346,,C(C(OC(*)=O)COC(=O)*)OC(=O)*,,,C57H92O6,[M],mxp3040-sc
C8P,Annotation__20230628__TG549__Yrh5SDSh,TG 54:9_B,TG 54:9_B,895.6786114,[M+Na]+,HMDB0010498,2,CHEBI:138346,,C(C(OC(*)=O)COC(=O)*)OC(=O)*,,,C57H92O6,[M],mxp3040-sc
C8P,Annotation__20230628__TG548__b9Nianu4,TG 54:8,TG 54:8,897.6942614,[M+Na]+,HMDB0010518,2,,,[H]C(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,,,C57H94O6,[M],mxp0561-sc
C8P,Annotation__20230628__TG547__HCkjM2V5,TG 54:7,TG 54:7,899.7099114,[M+Na]+,HMDB0005447,2,,,CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,,,C57H96O6,[M],mxp0562-sc
C8P,Annotation__20230628__TG546__5NC2QbAf,TG 54:6,TG 54:6,901.7255614,[M+Na]+,HMDB0005391,2,CHEBI:89841,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,"InChI=1S/C57H98O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-27,29-30,32,38,41,54H,4-15,18,21-24,28,31,33-37,39-40,42-53H2,1-3H3/b19-16-,20-17-,27-25-,29-26-,32-30-,41-38-/t54-/m1/s1",,C57H98O6,[M],mxp3039-sc
C8P,Annotation__20230628__TG545__35MTLG54,TG 54:5,TG 54:5,903.7412114,[M+Na]+,HMDB0005385,2,CHEBI:89775,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,"InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16,19,25-27,29-30,32,38,41,54H,4-15,17-18,20-24,28,31,33-37,39-40,42-53H2,1-3H3/b19-16-,27-25-,29-26-,32-30-,41-38-/t54-/m1/s1",,C57H100O6,[M],mxp3038-sc
C8P,Annotation__20230628__TG544__YApscY2Y,TG 54:4,TG 54:4,905.7568614,[M+Na]+,HMDB0005370,2,CHEBI:89772,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,"InChI=1S/C57H102O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16,19,25,27,30,32,38,41,54H,4-15,17-18,20-24,26,28-29,31,33-37,39-40,42-53H2,1-3H3/b19-16-,27-25-,32-30-,41-38-/t54-/m1/s1",,C57H102O6,[M],mxp0565-sc
C8P,Annotation__20230628__TG543__qjkD67pt,TG 54:3,TG 54:3,907.7725114,[M+Na]+,HMDB0005405,2,CHEBI:89971,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,"InChI=1S/C57H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-55(58)61-52-54(63-57(60)51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)53-62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16,19,25,27-28,30,54H,4-15,17-18,20-24,26,29,31-53H2,1-3H3/b19-16-,28-25-,30-27-/t54-/m0/s1",,C57H104O6,[M],mxp3037-sc
C8P,Annotation__20230628__TG542__3CvxmahK,TG 54:2,TG 54:2,909.7881614,[M+Na]+,HMDB0005403,2,CHEBI:89970,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,"InChI=1S/C57H106O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-55(58)61-52-54(63-57(60)51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)53-62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h25,27-28,30,54H,4-24,26,29,31-53H2,1-3H3/b28-25-,30-27-/t54-/m0/s1",,C57H106O6,[M],mxp0567-sc
C8P,Annotation__20230628__TG541__W9efEq4G,TG 54:1,TG 54:1,911.8038114,[M+Na]+,HMDB0005395,2,,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,,,C57H108O6,[M],mxp0568-sc
C8P,Annotation__20230628__TG540__hoeUmG9m,TG 54:0,TG 54:0,913.8194614,[M+Na]+,HMDB0005393,2,,,,,,C57H110O6,[M],mxp3036-sc
C8P,Annotation__20231011__TG557__RKXQaZt7,TG 55:7,TG 55:7,913.7255614,[M+Na]+,HMDB0049739,2,,,,,,C58H98O6,[M],mxp3201-sc
C8P,Annotation__20231011__TG556__SmwmAWvr,TG 55:6,TG 55:6,915.7412114,[M+Na]+,HMDB0044720,2,,,,,,C58H100O6,[M],mxp3200-sc
C8P,Annotation__20231011__TG555__BWJj9qoN,TG 55:5,TG 55:5,917.7568614,[M+Na]+,HMDB0044719,2,,,,,,C58H102O6,[M],mxp3199-sc
C8P,Annotation__20231011__TG554A__KdpP8Xre,TG 55:4_A,TG 55:4_A,919.7725114,[M+Na]+,HMDB0044713,2,,,,,,C58H104O6,[M],mxp3198-sc
C8P,Annotation__20230628__TG554__bZasWqvv,TG 55:4_B,TG 55:4_B,919.7725114,[M+Na]+,HMDB0044713,2,,,,,,C58H104O6,[M],mxp3198-sc
C8P,Annotation__20230628__TG553__8tu9Y2GP,TG 55:3_A,TG 55:3_A,921.7881614,[M+Na]+,HMDB0043127,2,,,CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/CCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC,,,C58H106O6,[M],mxp0603-sc
C8P,Annotation__20231011__TG553B__krEDecTx,TG 55:3_B,TG 55:3_B,921.7881614,[M+Na]+,HMDB0043127,2,,,CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/CCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC,,,C58H106O6,[M],mxp0603-sc
C8P,Annotation__20230628__TG552__4jrEp3AX,TG 55:2,TG 55:2,923.8038114,[M+Na]+,HMDB0043373,2,,,CCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/C\C=C/CCCCCC,,,C58H108O6,[M],mxp0604-sc
C8P,Annotation__20230628__TG5611__DcsrGefh,TG 56:11,TG 56:11,919.6786114,[M+Na]+,HMDB0054098,2,,,,,,C59H92O6,[M],mxp3591-sc
C8P,Annotation__20230628__TG5610__JsA68VLi,TG 56:10,TG 56:10,921.6942614,[M+Na]+,HMDB0010513,2,,,[H]C(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,,,C59H94O6,[M],mxp0569-sc
C8P,Annotation__20230628__TG569__sbfsvA2T,TG 56:9,TG 56:9,923.7099114,[M+Na]+,HMDB0005448,2,,,CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,,,C59H96O6,[M],mxp0570-sc
C8P,Annotation__20230628__TG568__LxHnZ2aY,TG 56:8,TG 56:8,925.7255614,[M+Na]+,HMDB0005392,2,,,CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,,,C59H98O6,[M],mxp0571-sc
C8P,Annotation__20231011__TG567A__FsjgKrUQ,TG 56:7_A,TG 56:7_A,927.7412114,[M+Na]+,HMDB0005462,2,,,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,,,C59H100O6,[M],mxp0572-sc
C8P,Annotation__20230628__TG567__YoNfCk2k,TG 56:7_B,TG 56:7_B,927.7412114,[M+Na]+,HMDB0005462,2,,,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,,,C59H100O6,[M],mxp0572-sc
C8P,Annotation__20230628__TG566__bQgbDqhp,TG 56:6,TG 56:6,929.7568614,[M+Na]+,HMDB0005456,2,CHEBI:90042,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,"InChI=1S/C59H102O6/c1-4-7-10-13-16-19-22-25-28-29-32-34-37-40-43-46-49-52-58(61)64-55-56(65-59(62)53-50-47-44-41-38-35-31-27-24-21-18-15-12-9-6-3)54-63-57(60)51-48-45-42-39-36-33-30-26-23-20-17-14-11-8-5-2/h16,19,25-28,30-32,34,40,43,56H,4-15,17-18,20-24,29,33,35-39,41-42,44-55H2,1-3H3/b19-16-,28-25-,30-26-,31-27-,34-32-,43-40-/t56-/m1/s1",,C59H102O6,[M],mxp0573-sc
C8P,Annotation__20231011__TG565A__gMU8yZU5,TG 56:5_A,TG 56:5_A,931.7725114,[M+Na]+,HMDB0005406,2,,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,,,C59H104O6,[M],mxp0574-sc
C8P,Annotation__20230628__TG565__AYAjQqDQ,TG 56:5_B,TG 56:5_B,931.7725114,[M+Na]+,HMDB0005406,2,,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,,,C59H104O6,[M],mxp0574-sc
